,carrier,sentiment,polarity,churn_likeliness,text,clf_text
18779,verizon tmobile,pos,0.5,0,@vintagewingnut I'm more distracted and upset by the fact that you have Verizon and not @TMobile,more distracted and upset by the fact that you have verizon and not @tmobile
18805,verizon tmobile,neu,0,0,So now in the wireless+video space it's:,so now in the wireless video space verizon youtubetv month and disney months tmobile netflix and layer tvision at t at t tv now and probably other stuff too hard to know for sure sprint hulu
,,,,,,
,,,,,-Verizon: YouTubeTV (1 month) and Disney+ (12 months),
,,,,,#NAME?,
,,,,,"-AT&T: AT&T TV Now and probably other stuff too, it's hard to know for sure...",
,,,,,"-Sprint: Hulu""",
18826,verizon tmobile,neg,-0.4,0,"Wtf. Come on @TMobile  step your game up... @verizon got Apple Music now Disney! At least give us Spotify.… """,wtf come on @tmobile step your game up @verizon got apple music now disney at least give us spotify
18850,verizon tmobile,pos,0.15,0,@TMobile Apparently Verizon is offering its customers a year of free Disney+. Any chance T-Mobile customers will see similar promotions?,@tmobile apparently verizon is offering its customers a year of free disney any chance customers will see similar promotions
19082,verizon tmobile,neu,0,0,"Verizon Will Give One Year of Disney Plus for Free to All Unlimited Wireless Customers https://t.co/dJTLuu0p8M… """,verizon will give one year of disney plus for free to all unlimited wireless customers
19109,verizon tmobile,neu,0,0,"@JohnLegere @zhollid @TMobile All these jokes about Verizon, your caption should be: over paid, over charged. Hypocrites.",@tmobile all these jokes about verizon your caption should be over paid over charged hypocrites
19262,verizon tmobile,neu,0,1,"We are finally switching from Verizon to Tmobile. Today is the day ____ $300 a month for 3 lines makes NO sense. (One phone is fully paid) smh!""",we are finally switching from verizon to tmobile today is the day a month for lines makes no sense one phone is fully paid smh
19733,verizon tmobile,pos,0.104166667,0,"@milkshakeyshae_ @razorg35 @TMobile Verizon will rob you of your hard earned money. They are crooks, so glad I got away from them.",@tmobile verizon will rob you of your hard earned money they are crooks so glad i got away from them
19799,verizon tmobile,neu,0,0,Check out Samsung Galaxy S6 Blue SM-G920V (Verizon)(Unlocked)(Tmobile) 4G &amp; GSM Cell Phone #Bar https://t.co/BYZ0XmOo67 via @eBay,check out samsung galaxy blue verizon unlocked tmobile gsm cell phone via
19840,verizon tmobile,neu,0,0,@TMobileHelp @verizon is where it’s at,@tmobilehelp @verizon is where it s at
19928,verizon tmobile,neu,0,1,"@TMobile @verizon and @sprint your service is TrAsH, no bs.",@tmobile @verizon and your service is trash no bs
20046,verizon tmobile,neu,0,1,@dylana45 @TMobile I feel that! I’ll look into Verizon.,@tmobile i feel that i ll look into verizon
20049,verizon tmobile,neu,0,1,@just4sc @TMobile I’ll look into verizon,@tmobile i ll look into verizon
20058,verizon tmobile,neu,0,1,@ericwayland @TMobile Naw. I’ll look into Verizon. T-Mobile &amp; AT&amp;T garbage,@tmobile naw i ll look into verizon at t garbage
20092,verizon tmobile,neg,-0.45,1,@milkshakeyshae_ @TMobile @sprint is by far the worst company you can switch to. Listen your tweets and switch to Verizon or At&amp;t __,@tmobile is by far the worst company you can switch to listen your tweets and switch to verizon or at t
20096,verizon tmobile,neg,-0.283333333,1,@milkshakeyshae_ @TMobile @TMobile is horrible with customer service now. But I strongly advice against Sprint. Try At&amp;t or Verizon instead,@tmobile @tmobile is horrible with customer service now but i strongly advice against sprint try at t or verizon instead
20099,verizon tmobile,pos,1,1,@milkshakeyshae_ @TMobile Verizon wireless is best I'm also going to switch to Verizon I have 9 lines,@tmobile verizon wireless is best also going to switch to verizon i have lines
20114,verizon tmobile,pos,0.716666667,0,"RT @StrongarmsWill: Successful delivered iphone give away At&amp;t, Verizon and TMobile, kindly follow and Dm to win iPhone 11 pro in Australia…",rt successful delivered iphone give away at t verizon and tmobile kindly follow and dm to win iphone pro in australia
20123,verizon tmobile,neu,0,0,"How can @verizon continue to mislead people about their 5G, when we all know @TMobile is going to have the 5G coverage on all the land. #TMobileRocks!""",how can @verizon continue to mislead people about their when we all know @tmobile is going to have the coverage on all the land #tmobilerocks
20370,verizon tmobile,pos,0.125,0,"Wish I could say the same. Had I been aware @TMobile was in the business of screwing veterans we would have stayed with Verizon. #dontbelievethehype #that50percentdiscountisntworthit… https://t.co/MRuqB9uPXN""",wish i could say the same had i been aware @tmobile was in the business of screwing veterans we would have stayed with verizon
32676,verizon tmobile,neu,0,0,@verizon  @VerizonSupport  your service outage last week is messing with text messages with @TMobile @TMobileHelp Samsung galaxy in particular. Texts are being broken up into threads that are under the character limit. Are you aware? And is there a soluti,@verizon @verizonsupport your service outage last week is messing with text messages with @tmobile @tmobilehelp samsung galaxy in particular texts are being broken up into threads that are under the character limit are you aware and is there a solution
33077,verizon tmobile,neu,0,0,"Just remember if it was not for TMobile, Verizon and AT&T would have you on limited data plans and make you pay severely for it, like they did before TMobile shifted the tide.… https://t.co/uTZqJRoL1d""",just remember if it was not for tmobile verizon and at t would have you on limited data plans and make you pay severely for it like they did before tmobile shifted the tide
33167,verizon tmobile,neu,0,0,@VZWSupport @Bnevada1  they can only help verizon customers. ,they can only help verizon customers @tmobile @tmobilehelp
,,,,,,
,,,,,@TMobile  @TMobileHelp,
33250,verizon tmobile,neg,-0.25,0,RT @S550Jake: @TMobile @JohnLegere @askdes,rt @tmobile @verizon unbelievable that this phone support messaging in
,,,,,@Google @madebygoogle @verizon,
,,,,,Unbelievable that this phone doesn't support #RCS messaging in 20…,
33268,verizon tmobile,pos,0.716666667,0,"Successful delivered iphone give away At&t, Verizon and TMobile, kindly follow and Dm to win iPhone 11 pro in Australia, Canada and usa #canada #austrailia #sydney #adelaide #brisbane #free #canberra #Toronto #iPhone11 #apple #Giveaway #Melbourne #at&t #Verizon #sprint #tmobile… https://t.co/ljK3y07mFH""",successful delivered iphone give away at t verizon and tmobile kindly follow and dm to win iphone pro in australia canada and usa t #verizon #tmobile
33479,verizon tmobile,pos,0.1,0,RT @Jaybefaunt: @riverhawkfox Metro PCS,rt metro pcs tmobile verizon boost mobile cricket mobile direct tv spectrum chipoltle line cook prep
,,,,,TMobile,
,,,,,Verizon,
,,,,,Boost Mobile,
,,,,,Cricket Mobile,
,,,,,Direct TV,
,,,,,Spectrum,
,,,,,Chick-Fil-A,
,,,,,Chipoltle,
,,,,,Line Cook/Prep…,
33509,verizon tmobile,pos,0.25,0,"So I watched and I'm interested. Verizon is known as a phone company that is quite exspensive. Yet they worked with me even though I have horrible horrible credit. I didn't have to pay high end down payments or anything and they even put everything on the first months bill.… https://t.co/vqAqHYaPYS""",so i watched and interested verizon is known as a phone company that is quite exspensive yet they worked with me even though i have horrible horrible credit i have to pay high end down payments or anything and they even put everything on the first months bill
33680,verizon tmobile,neu,0,1,@TMobile @JohnLegere my coworker has been trying to switch from @verizon to you guys and NO-ONE from customer service has helped. He just needs the midnight green iPhone 11 pro. We literally work in promotions for both tv and radio here in San Diego. Can ,@tmobile my coworker has been trying to switch from @verizon to you guys and from customer service has helped he just needs the midnight green iphone pro we literally work in promotions for both tv and radio here in san diego can someone take care of him
33807,verizon tmobile,neg,-0.5,0,@yohighnessjay Metro is the sister company of tmobile. Verizon is expensive for no reason,metro is the sister company of tmobile verizon is expensive for no reason
34210,verizon tmobile,pos,0.8,1,@JohnLegere @zhollid @TMobile I know Verizon is soo great,@tmobile i know verizon is soo great
34257,verizon tmobile,neu,0,1,"Thank you @verizon for making my decision to switch to @TMobile even easier! Over an hour on the phone with @VZWSupport to try and pay my final bill and pay off my phone. That WASNT easy!… https://t.co/WYCv9nOYHy""",thank you @verizon for making my decision to switch to @tmobile even easier over an hour on the phone with to try and pay my final bill and pay off my phone that wasnt easy
34330,verizon tmobile,neu,0,0,"The guy in the Verizon store thinking to himself “Damn wish I worked over there, as he is binge watching Netflix on his T-Mobile powered iPhone” lol __… https://t.co/kZn6LUjSjF""",the guy in the verizon store thinking to himself damn wish i worked over there as he is binge watching netflix on his powered iphone lol
34397,verizon tmobile,neu,0,1,"@TMobile this is why I'm trying to switch from @verizon to you... I've been trying to load your webpage for 5 minutes... thanks to Verizon, I can't even get into it...… https://t.co/4dO4MmWe1C""",@tmobile this is why trying to switch from @verizon to you been trying to load your webpage for minutes thanks to verizon i even get into it
34470,verizon tmobile,pos,0.5,0,"RT @StrongarmsWill: iPhone give away At&amp;t, Verizon and TMobile Dm for more details for application iphone x Australia and Canada #canada #a…",rt iphone give away at t verizon and tmobile dm for more details for application iphone x australia and canada a
34488,verizon tmobile,neu,0,1,@TMobile @verizon if you give me my same cell number I’ll switch to you!,@tmobile @verizon if you give me my same cell number i ll switch to you
34918,verizon tmobile,neu,0,0,"@JohnLegere a Monday Thank You 2 @TMobile for being the only reliable service @orchard_piney our home ice!  Verizon users have to go outside to make a call""",a monday thank you @tmobile for being the only reliable service our home ice verizon users have to go outside to make a call
35073,verizon tmobile,neg,-0.7,0,@zhollid @JohnLegere @TMobile The guy in the Verizon store looks so shocked __,@tmobile the guy in the verizon store looks so shocked
85311,att verizon tmobile,neg,-0.2,1,"@blueoysterdvp @verizon @ATT @TMobile @sprint I think after my phones and shit are paid off, I might try @ATT Wireless",@verizon @att @tmobile i think after my phones and shit are paid off i might try @att wireless
85314,att verizon tmobile,pos,0.625,0,"Shows the #Nation how reliable #VERIZON IS. #TMobile and #ATT gotta love this! @verizon @ATT @TMobile @sprint #VerizonOutage… https://t.co/HHoNhvI687""",shows the how reliable #verizon is #tmobile and #att gotta love this @verizon @att @tmobile #verizonoutage
85401,att verizon tmobile,neg,-0.1,0,"FELLOW AMERICAN CIVILIAN PEOPLE: American Common Sense should tell u... u should SUE @TMobile @ATT @verizon because when those Tyrannical intrusive violators is using gas planes helicopters (drones &White droneplanes Taxpayers Money WASTED ON)STEALINGfromUS""",fellow american civilian people american common sense should tell u u should sue @tmobile @att @verizon because when those tyrannical intrusive violators is using gas planes helicopters drones white droneplanes taxpayers money wasted on stealingfromus
85638,att verizon tmobile,pos,0.136363636,0,"Wireless operators like @tmobile, @verizon, @ATT and @Sprint are cultivating new products and services with #5G entrepreneurs to leverage the capability and investments being made in 5G networks. https://t.co/Y2USVpYmuD… https://t.co/XMwQmYAfMf""",wireless operators like @tmobile @verizon @att and are cultivating new products and services with entrepreneurs to leverage the capability and investments being made in networks
86533,att verizon tmobile,neu,0,0,"@LexitThe @JamesOKeefeIII @CarpeDonktum @ATT @TMobile @CNN Yep, am now a Verizon customer after being with AT&amp;T for YEARS!",@att @tmobile yep am now a verizon customer after being with at t for years
86943,att verizon tmobile,pos,0.5,0,"@OhStacie ATT will discontinue in 2022, verizon in 2020, tmobile have been converting many of their 3g networks to LTE",att will discontinue in verizon in tmobile have been converting many of their networks to lte
87134,att verizon tmobile,neu,0,0,@JRosenworcel @Comm_Daily @Apple should buy and run  @verizon @ATT @TMobile @sprint,should buy and run @verizon @att @tmobile
87790,att verizon tmobile,pos,0.136363636,1,Been with @verizon for over 15 years. Looking to switch to a new carrier. Who you got @sprint @ATT @TMobile or others?,been with @verizon for over years looking to switch to a new carrier who you got @att @tmobile or others
88011,att verizon tmobile,pos,0.1,1,"Hey @verizon your coverage sucks @TMobile @att y’all got room for two more… """,hey @verizon your coverage sucks @tmobile @att y all got room for two more
88880,att verizon tmobile,neu,0,0,@Famouslawdy @ATT @TMobile Verizon.,@att @tmobile verizon
88885,att verizon tmobile,neu,0,0,@Famouslawdy @ATT @TMobile Yeah or Verizon.,@att @tmobile yeah or verizon
88978,att verizon tmobile,neg,-0.133333333,0,@TMobile: ATTN __ ,@tmobile attn you guys have by far the worst service coverage in all of miami fl @verizon is better @att is better is better and here we are suffer together
,,,,,"You guys have, by far, the worst service coverage in all of Miami, FL. @verizon is better, @ATT is better, @sprint is better and here we are suffer together.""",
90264,att verizon tmobile,pos,0.136363636,0,"@TMobile @verizon @ATT The Hipsher/Dolan/Pietri household is looking to add 4 new lines of service, @sprint pretty much told us existing customers aren't worth more than new customers, so after a decade with them we're going to see other people.  DMs open",@tmobile @verizon @att the hipsher dolan pietri household is looking to add new lines of service pretty much told us existing customers worth more than new customers so after a decade with them going to see other people dms open
90399,att verizon tmobile,neu,0,0,"Hey @ATT... why are you charging $959.99 for a @madebygoogle 64 GB Pixel 4 XL, when @TMobile and @verizon are both charging $899.99? Is that some kind of iPhone tax? Also, both T-Mobile & Verizon either are or almost b1g1 with switch.""",hey @att why are you charging for a gb pixel xl when @tmobile and @verizon are both charging is that some kind of iphone tax also both verizon either are or almost with switch
90875,att verizon tmobile,neu,0,0,@punditpending @ATT @verizon @TMobile Do you have a phone number for the office of the president?,@att @verizon @tmobile do you have a phone number for the office of the president
91360,att verizon tmobile,pos,0.277777778,0,@therealmikedean @ATT @TMobile all the way. Verizon’s the best but they be on the same bs ATT do half the time,@att @tmobile all the way verizon s the best but they be on the same bs att do half the time
92283,att verizon tmobile,neg,-0.15,0,@cavschris @TX_DrummerBoy @JohnLegere @ATT @TMobile Yea. At least Verizon has coverage in rural areas and with Tmo you're SOL,@att @tmobile yea at least verizon has coverage in rural areas and with tmo sol
92393,att verizon tmobile,neu,0,0,@verizon @ATT  @TMobile  @sprint  ,@verizon @att @tmobile auto typo is caused by swipe to type that option in key board setting then hit smart typing keyboard swipe controls then see swipe to type turn that off then there should be no auto typo on your phone only couple misses maybe none
,,,,,"Auto Typo is caused by (swipe to type) that option in key board setting then hit smart typing keyboard swipe controls. then you'll see swipe to type turn that off. Then there should be no auto typo on your phone only couple misses maybe none.… https://t.co/y0gO0khkyD""",
93593,att verizon tmobile,neg,-0.202777778,0,Not sure how the watered down auto response is going to help....,not sure how the watered down auto response is going to help @att @verizon anyone else giving up free pixel s to switch with pixel trade in pretty sure @tmobile care so much for their year customers and only new ones
,,,,,,
,,,,,"@ATT @sprint @verizon anyone else giving up free pixel 4's to switch with pixel 2 trade in? I'm pretty sure @TMobile doesn't care so much for their 14 year customers and only new ones.… https://t.co/LuiA5x5nGr""",
93801,att verizon tmobile,neu,0,0,RT @IoTchannel: @evankirstel @IoTCommunity @ATT @STC_KSA @TMobile @salesforce @verizon @Accenture @Raspberry_Pi @TELUS @SAP @comcast @Telst…,rt @att @tmobile @verizon
93821,att verizon tmobile,neu,0,0,"For now... Though, the chasing pack are coming on strong. This is what you get when you unleash #5G into the #IoT equation< Telco's take over the IIoT narrative! 5G no longer hype, but a reality! Say hello to digital transformation on another level. cc @MoKatibeh #IoTCommunity… https://t.co/y9Sjk376q3""",for now though the chasing pack are coming on strong this is what you get when you unleash into the equation take over the iiot narrative no longer hype but a reality say hello to digital transformation on another level cc
94119,att verizon tmobile,pos,0.4,0,"The #pixel4 will be available on @verizon @ATT @TMobile @sprint  #spectrum #xfrinity… """,the will be available on @verizon @att @tmobile
94321,att verizon tmobile,pos,0.03125,0,"@JohnLegere @TMobile all major corporations and employers uses perkspot for employee discount. Only ATT and Verizon is listed. Why is T Mobile missing?""",@tmobile all major corporations and employers uses perkspot for employee discount only att and verizon is listed why is t mobile missing
94877,att verizon tmobile,neu,0,0,"Now up on the auction block: Samsung Galaxy S6 Edge+ Plus SM-G928V Gold Verizon ATT TMobile Unlocked 7398244 $140.00 via eBay https://t.co/zYHsuIvg9o""",now up on the auction block samsung galaxy edge plus gold verizon att tmobile unlocked via ebay
95638,att verizon tmobile,neg,-0.5,0,Especially not good for those dealing with persistent/chronic illness__,especially not good for those dealing with persistent chronic illness @tmobile @att @verizon
,,,,,#Ban5G __ ,
,,,,,,
,,,,,"@TMobile @ATT @verizon @sprint @Xfinity @comcast… https://t.co/VeR7vdFyIa""",
96045,att verizon tmobile,neu,0,1,"Thinking about jumping to TMO from att this week. Im in San Diego. How good/bad is the coverage? voice and/or data… https://t.co/HKVcrr2UOr""",thinking about jumping to tmo from att this week im in san diego how good bad is the coverage voice and or data
96374,att verizon tmobile,neg,-0.5,0,@hansvestberg @VZWSupport still not a call or support from you guys @ATT @TMobile  what deals you have to move 4 accounts sorry Verizon,still not a call or support from you guys @att @tmobile what deals you have to move accounts sorry verizon
97259,att verizon tmobile,neu,0,0,@TMobile @verizon @ATT @Apple @boostmobile Wi-Fi Calling #domainname for sale,@tmobile @verizon @att @boostmobile calling for sale make calls with any connection #tmobile #att #verizon
,,,,,,
,,,,,__     https://t.co/10LrymxG5u,
,,,,,,
,,,,,Make calls with any Wi-Fi connection,
,,,,,,
,,,,,#WiFi #wificalling #TechNews,
,,,,,#phone ,
,,,,,#tmobile #att #apple #Verizon,
,,,,,"#internet #freecalling #freecalls #iPhone11Pro #GalaxyS10""",
97499,att verizon tmobile,neg,-0.520833333,0,@VZWSupport @att @TMobile ,@att @tmobile how ridiculous i have been on hold with verizon wireless for over minutes called because my monthly bill email text reminders come did get on that said i have a credit but wrong and is for someone acct
,,,,,,
,,,,,How ridiculous!,
,,,,,,
,,,,,I have been on hold with Verizon Wireless for OVER 30 MINUTES!,
,,,,,,
,,,,,"Called because my monthly bill email/text reminders haven't come. Did get 1 on 9/30 that said I have a $0 credit but that's wrong and is for someone else's acct.""",
97781,att verizon tmobile,neu,0,0,"TMo is second-tier, and while it does have influence on the market it's been competing on price, not network quality. Meanwhile Sprint's destined for a fire sale in a few years anyway, and if TMo doesn't buy those assets VZW or ATT will.… https://t.co/YpqpJJnnM2""",tmo is and while it does have influence on the market been competing on price not network quality meanwhile destined for a fire sale in a few years anyway and if tmo buy those assets vzw or att will
97786,att verizon tmobile,pos,0.35,0,"@TMobile @ATT @sprint @MetroByTMobile @verizon (Full disclosure, I'm a TMo user and want to also see these enhancements for myself.)",@tmobile @att @metrobytmobile @verizon full disclosure a tmo user and want to also see these enhancements for myself
97817,att verizon tmobile,neu,0,0,"@TMobile @ATT @sprint @MetroByTMobile @verizon But whatever we do, we don't have to take it out on the overall quality of the networks.",@tmobile @att @metrobytmobile @verizon but whatever we do we have to take it out on the overall quality of the networks
97823,att verizon tmobile,pos,0.5,0,"We could promote the market for MVNOs by pushing for better wholesale access to larger networks. We could break up Verizon and AT&T -- which we should realistically be doing for their whole companies either way. We could even treat mobile like the utility it fucking is.… https://t.co/KNCRUxoecb""",we could promote the market for mvnos by pushing for better wholesale access to larger networks we could break up verizon and at t which we should realistically be doing for their whole companies either way we could even treat mobile like the utility it fucking is
97831,att verizon tmobile,neg,-0.15,0,"Now don't get me wrong, the concerns about pricing are absolutely valid. But arguably there are better ways regulators and/or lawmakers could best go about fixing it.… https://t.co/PSuw5eQVp8""",now get me wrong the concerns about pricing are absolutely valid but arguably there are better ways regulators and or lawmakers could best go about fixing it
97838,att verizon tmobile,neu,0,0,"But even if that fails, it would be better for interoperability, and would create a stronger overall network out of the two lower-tier carriers.… https://t.co/AII2EnWVq6""",but even if that fails it would be better for interoperability and would create a stronger overall network out of the two carriers
97842,att verizon tmobile,neu,0,0,"Part of the proposed deal would also prop up Dish (which has incidentally been sitting on spectrum for a while) as a new entrant, giving it a four-year lease to TMo's network as it builds out its own.… https://t.co/14mB1uYY6h""",part of the proposed deal would also prop up dish which has incidentally been sitting on spectrum for a while as a new entrant giving it a lease to network as it builds out its own
97845,att verizon tmobile,pos,0.25,0,"A stronger third option would create more viable competition to the larger two than what currently exists.… https://t.co/29AT3CkitF""",a stronger third option would create more viable competition to the larger two than what currently exists
98466,att verizon tmobile,pos,0.136363636,1,I’ve been with @sprint for 19 years. Looking for a new sponsor for my mobile account and a cheaper alternative. @verizon @ATT @TMobile,i ve been with for years looking for a new sponsor for my mobile account and a cheaper alternative @verizon @att @tmobile
99007,att verizon tmobile,pos,0.05,0,"Sorry to hear about this, Laura. I would imagine you had some kind of protection in place. What did the hackers do to circumvent this? Please share once you get things in order.… https://t.co/GNZsjwQhT4""",sorry to hear about this laura i would imagine you had some kind of protection in place what did the hackers do to circumvent this please share once you get things in order
99644,att verizon tmobile,neu,0,0,"That's what I've been told too but yet we are still without a critical part of the service and paying the same amount of bill with no discount_______… https://t.co/tpxWsq3ljT""",what been told too but yet we are still without a critical part of the service and paying the same amount of bill with no discount
100145,att verizon tmobile,neg,-0.5,1,@laurashin @sprint @ATT @TMobile @verizon Sorry this happened. I look forward to your postmortem.,@att @tmobile @verizon sorry this happened i look forward to your postmortem
100171,att verizon tmobile,pos,0.3,0,RT @bitcounsel1: @laurashin @sprint @ATT @TMobile @verizon Handled many such cases; Feel free to DM any questions you might have and we’ll…,rt @att @tmobile @verizon handled many such cases feel free to dm any questions you might have and we ll
100290,att verizon tmobile,neu,0,0,@laurashin @sprint @ATT @TMobile @verizon That's how they roll.,@att @tmobile @verizon how they roll
100401,att verizon tmobile,pos,0.231168831,0,@TMobile wants me to front $940 dollars on a new iPhone. YEAH RIGHT! @ATT @verizon @sprint what you have to offer,@tmobile wants me to front dollars on a new iphone yeah right @att @verizon what you have to offer
100833,att verizon tmobile,neu,0,0,@laurashin @sprint @ATT @TMobile @verizon What carrier do you have? I’ve only seen people have sprint who’ve had this happen to them.,@att @tmobile @verizon what carrier do you have i ve only seen people have sprint who ve had this happen to them
100837,att verizon tmobile,neg,-0.1,0,@THERAVINGMAMI @TMobile @ATT @verizon Military account.,@tmobile @att @verizon military account
100838,att verizon tmobile,pos,0.5,0,@uhohstellajean @TMobile @ATT @verizon Expect a fat bill :),@tmobile @att @verizon expect a fat bill
100839,att verizon tmobile,pos,0.5,0,"Switching rick from @TMobile to either @ATT  or @verizon and I can already tell I’m more convinced with ATT because they immediately answered all questions, have a much more warming store with couches and didn’t make us wait.""",switching rick from @tmobile to either @att or @verizon and i can already tell i m more convinced with att because they immediately answered all questions have a much more warming store with couches and didn t make us wait
100927,att verizon tmobile,neu,0,0,@laurashin @sprint @ATT @TMobile @verizon Google Fi an option to mitigate this risk?,@att @tmobile @verizon google fi an option to mitigate this risk
100962,att verizon tmobile,pos,0.7,0,"@laurashin @sprint @ATT @TMobile @verizon no, but you got a good night's sleep, so be grateful.",@att @tmobile @verizon no but you got a good sleep so be grateful
101047,att verizon tmobile,neu,0,0,@laurashin @sprint @ATT @TMobile @verizon I hope your coins are on a ledger,@att @tmobile @verizon i hope your coins are on a ledger
101054,att verizon tmobile,neg,-0.5,0,Look forward to reading.  Sorry to hear about this.,look forward to reading sorry to hear about this i often get requests to join whatsapp groups pretty sure they just want my phone number
,,,,,"I often get requests to join whatsapp groups, I'm pretty sure they just want my phone number.… https://t.co/rAx6d3woZo""",
101057,att verizon tmobile,neu,0,0,"Update: I got my number back. Also, I will update later on the fallout (if any). I had things locked down pretty well since I wrote about this trend years ago, but I will report back later on the potential loopholes I’m discovering after my number was swapped.… https://t.co/om2HKsHWGf""",update i got my number back also i will update later on the fallout if any i had things locked down pretty well since i wrote about this trend years ago but i will report back later on the potential loopholes i m discovering after my number was swapped
101078,att verizon tmobile,pos,0.3,0,"Handled many such cases; Feel free to DM any questions you might have and we’ll gladly assist (gratis, of course)… https://t.co/xROEAc7Lvw""",handled many such cases feel free to dm any questions you might have and we ll gladly assist gratis of course
101202,att verizon tmobile,neu,0,0,"Hope u get your number back. On thw side note, these mobile communication companies don't seem secure, they need to be disrupted.… https://t.co/BV83cnZngq""",hope u get your number back on thw side note these mobile communication companies seem secure they need to be disrupted
101375,att verizon tmobile,pos,0.5,0,Ah okay that's what you meant. ,ah okay what you meant well if it makes you feel any better sounds like a feature when i was using google fi i had to manually keep my phone on tmobiles network using signal spy because the sprint network was absolute garbage
,,,,,,
,,,,,"Well if it makes you feel any better, sounds like a feature. When I was using Google Fi I had to manually keep my phone on tmobiles network (using signal spy) because the Sprint network was absolute garbage.… https://t.co/WWWVbHmq9p""",
101383,att verizon tmobile,neg,-0.1,0,"It does (partially) unless something has changed this past week. On iPhone, you are stuck with TMobile. Their coverage is not great, especially in rural areas. GoogleFi cannot swap carriers like the google phones can. Prove me wrong because I want to switch.… https://t.co/fkiyUHU2Er""",it does partially unless something has changed this past week on iphone you are stuck with tmobile their coverage is not great especially in rural areas googlefi cannot swap carriers like the google phones can prove me wrong because i want to switch
101404,att verizon tmobile,neu,0,0,@ericbarger @zorinaq @laurashin @sprint @ATT @TMobile @verizon @googlefi Google Fi supports iPhone,@att @tmobile @verizon google fi supports iphone
101415,att verizon tmobile,neu,0,0,"Oh and I contacted ATT yesterday (for the 4th time) she said it’s a network issue and there’s nothing she can do. And they have no idea when it will be fixed. __… https://t.co/T7bMP9CEJW""",oh and i contacted att yesterday for the time she said it s a network issue and there s nothing she can do and they have no idea when it will be fixed
101419,att verizon tmobile,neu,0,0,"I hear you. I’m a home health nurse and can’t get to the phone when I’m with a patient so I rely on voicemail for doctor’s messages.  I am switching too. I haven’t had access for almost 6 weeks.… https://t.co/yG32bRGfc1""",i hear you i m a home health nurse and can t get to the phone when i m with a patient so i rely on voicemail for doctor s messages i am switching too i haven t had access for almost weeks
101428,att verizon tmobile,neg,-0.1,0,"Use to work for a call center, wont say which carrier but there is no department to get your number or suspend it. Any agent can suspend a line.… https://t.co/Yz8MjH0dev""",use to work for a call center wont say which carrier but there is no department to get your number or suspend it any agent can suspend a line
101495,att verizon tmobile,neu,0,0,"I'm switching to a different carrier. It critical especially when you use your phone for business. Haven't had access to my voicemail for 3 weeks which is unacceptable! I would not recommend anyone staying with @ATTHelp @ATT or signing up with them.… https://t.co/5qPVt7ZjUD""",switching to a different carrier it critical especially when you use your phone for business had access to my voicemail for weeks which is unacceptable i would not recommend anyone staying with @atthelp @att or signing up with them
101553,att verizon tmobile,neu,0,0,"__ update: last night, was told that even though the departments for getting my number back were closed, they would suspend the number so my hacker couldn't get any calls or texts meant for me. This morning, I find out that my number actually *wasn't* suspended all night _____… https://t.co/wFO4k3ElIY""",update last night was told that even though the departments for getting my number back were closed they would suspend the number so my hacker get any calls or texts meant for me this morning i find out that my number actually suspended all night
101592,att verizon tmobile,pos,0.5,0,"Why don’t you concentrate on getting @TMobile service better like att and Verizon no service on Clearwater Beach my ATT phone does… https://t.co/webAEOXRNN""",why don t you concentrate on getting @tmobile service better like att and verizon no service on clearwater beach my att phone does
101637,att verizon tmobile,pos,0.35,0,"True about @googlefi but if you use an iPhone you’re currently stuck with TMobile.… https://t.co/8BQmOdFica""",true about but if you use an iphone you re currently stuck with tmobile
101675,att verizon tmobile,pos,0.2,0,"A friend wants you to try Visible. And, well, we do too. Enough talk, let’s get you Visible. Here's your code https://t.co/60jd1nCcuC",a friend wants you to try visible and well we do too enough talk let s get you visible your code save yourself and me bucks great service
,,,,,,
,,,,,"Save yourself and me 20 bucks it's great service… https://t.co/e8ztROrTKu""",
101825,att verizon tmobile,pos,0.416666667,0,"I strongly suggest switching your operator to @googlefi with Advanced Protection Program. I am not aware of ANY report of successful SIM swaps with that level of protection.… https://t.co/SxYjl1SGpe""",i strongly suggest switching your operator to with advanced protection program i am not aware of any report of successful sim swaps with that level of protection
102181,att verizon tmobile,neu,0,0,"Damn. You got all of the phone services to respond. Except @ATT   They must not want your business.… https://t.co/Cij2KvbHmD""",damn you got all of the phone services to respond except @att they must not want your business
102282,att verizon tmobile,pos,0.466666667,0,@jamesproblems @Chr0nicT @ATT @TMobile @JohnLegere Verizon is better they gave me so many free stuff,@att @tmobile verizon is better they gave me so many free stuff
102489,att verizon tmobile,neu,0,0,@tommytranpro @verizon @TMobile @sprint @ATT I'm switching to @TMobile soon,@verizon @tmobile @att switching to @tmobile soon
102503,att verizon tmobile,neg,-0.257142857,0,"@TMobile is an option too. Right now @ATT is to be worthless to me. 2 hours on the phone just to get a run around. Even managers have no authority. This is just sad.… https://t.co/Ef6sIFv5Va""",@tmobile is an option too right now @att is to be worthless to me hours on the phone just to get a run around even managers have no authority this is just sad
102964,att verizon tmobile,neg,-0.7,0,@att has the crapiest service out there... sprint and verizon are just as fucking bad.. smh,@att has the crapiest service out there sprint and verizon are just as fucking bad smh tmobile all the fuckin way at the bottom even worst trash shitt
,,,,,,
,,,,,"Tmobile all the fuckin way at the bottom even worst . Trash shitt""",
